Section,Sub-Category,Index,Numbering,Title,API_URL,Structure-type,Sub-Category_cn,Title_cn
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,67,5_3_1,5.3.1 Yield of Exchange Fund Bills & Notes – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/efbn-yield-endperiod,end_of_month,外汇基金票据及债券,5.3.1 外汇基金票据及债券收益率-期末数字
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,68,5_3_2,5.3.2 Yield of Exchange Fund Bills & Notes – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/efbn-yield-periodaverage,end_of_month,外汇基金票据及债券,5.3.2 外汇基金票据及债券收益率-期内平均数字
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,69,5_3_3,5.3.3 Yield of Exchange Fund Bills & Notes – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/efbn-yield-daily,end_of_day,外汇基金票据及债券,5.3.3 外汇基金票据及债券收益率-每日数字
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,70,5_4_1,5.4.1 Tender results of Exchange Fund Bills and Notes – Exchange Fund Bills,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/efbn-tender-results-efb?segment=28day,issue_date,外汇基金票据及债券,5.4.1 外汇基金票据及债券的投标结果-外汇基金票据
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,71,5_4_2,5.4.2 Tender results of Exchange Fund Bills and Notes – Exchange Fund Notes,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/efbn-tender-results-efn?segment=2year,issue_date,外汇基金票据及债券,5.4.2 外汇基金票据及债券的投标结果-外汇基金债券
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,72,5_5,5.5 Central Moneymarkets Unit (CMU) service,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-service,end_of_month,外汇基金票据及债券,5.5 债务工具中央结算系统服务
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,73,5_6_1,5.6.1 Turnover of CMU issues in the secondary market (remaining tenor) – All currencies,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-turnover-sec-mkt-remain-tenor-all-currencies,end_of_month,外汇基金票据及债券,5.6.1 由债务工具中央结算系统托管及结算的债务工具在第二市场的成交量 (按剩余期限列出)-所有货币
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,74,5_6_2,5.6.2 Turnover of CMU issues in the secondary market (remaining tenor) – Hong Kong dollar-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-turnover-sec-mkt-remain-tenor-hkd,end_of_month,外汇基金票据及债券,5.6.2 由债务工具中央结算系统托管及结算的债务工具在第二市场的成交量 (按剩余期限列出)-港元
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,75,5_6_3,5.6.3 Turnover of CMU issues in the secondary market (remaining tenor) – Renminbi-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-turnover-sec-mkt-remain-tenor-rmb,end_of_month,外汇基金票据及债券,5.6.3 由债务工具中央结算系统托管及结算的债务工具在第二市场的成交量 (按剩余期限列出)-人民币
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,76,5_6_4,5.6.4 Turnover of CMU issues in the secondary market (remaining tenor) – US dollar-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-turnover-sec-mkt-remain-tenor-usd,end_of_month,外汇基金票据及债券,5.6.4 由债务工具中央结算系统托管及结算的债务工具在第二市场的成交量 (按剩余期限列出)-美元
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,77,5_6_5,5.6.5 Turnover of CMU issues in the secondary market (remaining tenor) – Other foreign currency-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-turnover-sec-mkt-remain-tenor-other-fc,end_of_month,外汇基金票据及债券,5.6.5 由债务工具中央结算系统托管及结算的债务工具在第二市场的成交量 (按剩余期限列出)-其他外币
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,78,5_7_1,5.7.1 Outstanding amount of CMU issues (remaining tenor) – All currencies,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-outstanding-remain-tenor-all-currencies,end_of_month,外汇基金票据及债券,5.7.1 由债务工具中央结算系统托管及结算的债务工具未偿还总额 (按剩余期限列出)-所有货币
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,79,5_7_2,5.7.2 Outstanding amount of CMU issues (remaining tenor) – Hong Kong dollar-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-outstanding-remain-tenor-hkd,end_of_month,外汇基金票据及债券,5.7.2 由债务工具中央结算系统托管及结算的债务工具未偿还总额 (按剩余期限列出)-港元
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,80,5_7_3,5.7.3 Outstanding amount of CMU issues (remaining tenor) – Renminbi-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-outstanding-remain-tenor-rmb,end_of_month,外汇基金票据及债券,5.7.3 由债务工具中央结算系统托管及结算的债务工具未偿还总额 (按剩余期限列出)-人民币
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,81,5_7_4,5.7.4 Outstanding amount of CMU issues (remaining tenor) – US dollar-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-outstanding-remain-tenor-usd,end_of_month,外汇基金票据及债券,5.7.4 由债务工具中央结算系统托管及结算的债务工具未偿还总额 (按剩余期限列出)-美元
Market Data & Statistics Monthly Bulletin,Exchange Fund Bills & Notes,82,5_7_5,5.7.5 Outstanding amount of CMU issues (remaining tenor) – Other foreign currency-denominated,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/efbn/cmu-outstanding-remain-tenor-other-fc,end_of_month,外汇基金票据及债券,5.7.5 由债务工具中央结算系统托管及结算的债务工具未偿还总额 (按剩余期限列出)-其他外币
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,83,6_1_1,6.1.1 Exchange rates and the effective exchange rate indices – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-endperiod,end_of_month,汇率及利率,6.1.1 汇率及港汇指数-期末数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,84,6_1_2,6.1.2 Exchange rates and the effective exchange rate indices – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-periodaverage,end_of_month,汇率及利率,6.1.2 汇率及港汇指数-期内平均数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,85,6_1_3,6.1.3 Exchange rates and the effective exchange rate indices – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily,end_of_day,汇率及利率,6.1.3 汇率及港汇指数-每日数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,86,6_2_1,6.2.1 Hong Kong dollar forward exchange rates – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hkd-fer-endperiod,end_of_month,汇率及利率,6.2.1 港元远期汇率-期末数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,87,6_2_2,6.2.2 Hong Kong dollar forward exchange rates – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hkd-fer-periodaverage,end_of_month,汇率及利率,6.2.2 港元远期汇率-期内平均数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,88,6_2_3,6.2.3 Hong Kong dollar forward exchange rates – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hkd-fer-daily,end_of_day,汇率及利率,6.2.3 港元远期汇率-每日数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,89,6_3_1,6.3.1 Hong Kong Interbank Interest Rates – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hk-interbank-ir-endperiod,end_of_month,汇率及利率,6.3.1 香港银行同业拆息-期末数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,90,6_3_2,6.3.2 Hong Kong Interbank Interest Rates – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hk-interbank-ir-periodaverage,end_of_month,汇率及利率,6.3.2 香港银行同业拆息-期内平均数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,91,6_3_3,6.3.3 Hong Kong Interbank Interest Rates – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hk-interbank-ir-daily?segment=hibor.fixing,end_of_day,汇率及利率,6.3.3 香港银行同业拆息-每日数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,92,6_4_1,6.4.1 Hong Kong dollar interest rates – Rates as at effective dates,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hkd-ir-effdates,effect_day,汇率及利率,6.4.1 港元利率-息率及生效日期
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,93,6_4_2,6.4.2 Hong Kong dollar interest rates – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/hkd-ir-periodaverage,end_of_month,汇率及利率,6.4.2 港元利率-期内平均数字
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,94,6_5,6.5 Composite interest rate,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/composite-ir?segment=new,end_of_month,汇率及利率,6.5 综合利率
Market Data & Statistics Monthly Bulletin,Exchange rates and interest rates,95,6_6,6.6 Renminbi deposit rates,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/renminbi-dr,end_of_month,汇率及利率,6.6 人民币存款利率
Market Data & Statistics Monthly Bulletin,Monetary market operation,96,7_1_1,7.1.1 Market operation – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/market-operation-periodaverage,end_of_month,货币市场操作,7.1.1 市场操作-期内数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,97,7_1_2,7.1.2 Market operation – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/market-operation-daily,end_of_day,货币市场操作,7.1.2 市场操作-每日数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,98,7_2_1,7.2.1 Monetary Base – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/monetary-base-endperiod,end_of_month,货币市场操作,7.2.1 货币基础-期末数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,99,7_2_2,7.2.2 Monetary Base – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/monetary-base-daily,end_of_day,货币市场操作,7.2.2 货币基础-每日数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,100,7_3_1,7.3.1 Discount Window and Liquidity Adjustment Window rates – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/disc-win-liquid-adj-win-rates-endperiod,end_of_month,货币市场操作,7.3.1 贴现窗及流动资金调节窗利率-期末数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,101,7_3_2,7.3.2 Discount Window and Liquidity Adjustment Window rates – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/disc-win-liquid-adj-win-rates-periodaverage,end_of_month,货币市场操作,7.3.2 贴现窗及流动资金调节窗利率-期内平均数字
Market Data & Statistics Monthly Bulletin,Monetary market operation,102,7_3_3,7.3.3 Discount Window and Liquidity Adjustment Window rates – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/monetary-operation/disc-win-liquid-adj-win-rates-daily,end_of_day,货币市场操作,7.3.3 贴现窗及流动资金调节窗利率-每日数字
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,103,8_1_1,8.1.1 Exchange Fund balance sheet – Half-yearly Exchange Fund balance sheet,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/ef-bal-sheet-half-yearly-efbs,end_of_month,外汇基金及外币储备资产,8.1.1 外汇基金资产负债表-半年度外汇基金资产负债表
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,104,8_1_2,8.1.2 Exchange Fund balance sheet – Abridged balance sheet,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/ef-bal-sheet-abridged,end_of_month,外汇基金及外币储备资产,8.1.2 外汇基金资产负债表-外汇基金资产负债表摘要
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,105,8_2,8.2 Analytical accounts of the Exchange Fund,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/ef-analyt-acct,end_of_month,外汇基金及外币储备资产,8.2 外汇基金分析帐目
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,106,8_3,8.3 Currency Board Account,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/currency-board-account,end_of_month,外汇基金及外币储备资产,8.3 货币发行局帐目
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,107,8_4,8.4 Foreign currency reserve assets,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/fc-resv-assests,end_of_month,外汇基金及外币储备资产,8.4 外币储备资产
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,108,8_5,8.5 Analysis of foreign currency reserve assets,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/analysis-fc-reserve-assets,end_of_month,外汇基金及外币储备资产,8.5 外币储备资产分析
Market Data & Statistics Monthly Bulletin,Exchange Fund and Foreign Currency Reserve Assets,109,8_6,8.6 Data template on international reserves and foreign currency liquidity,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/ef-fc-resv-assets/data-intreserve-fcliquidity,end_of_month,外汇基金及外币储备资产,8.6 国际储备及外汇流动性数据范本
Market Data & Statistics Monthly Bulletin,Government Bond Programme,110,9_1_1,9.1.1 Secondary market turnover of Government Bonds issued under the Institutional Bond Issuance Programme – Original maturity,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/sec-mar-turnover-govbonds-ibip-original-maturity,end_of_month,政府债券计划,9.1.1 机构债券发行计划下政府债券在第二市场的成交量-原有期限
Market Data & Statistics Monthly Bulletin,Government Bond Programme,111,9_1_2,9.1.2 Secondary market turnover of Government Bonds issued under the Institutional Bond Issuance Programme – Remaining tenor,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/sec-mar-turnover-govbonds-ibip-remain-tenor,end_of_month,政府债券计划,9.1.2 机构债券发行计划下政府债券在第二市场的成交量-剩余期限
Market Data & Statistics Monthly Bulletin,Government Bond Programme,112,9_2,9.2 New issuance amount of Government Bonds,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/new-issuance-amt-gov-bonds,end_of_month,政府债券计划,9.2 政府债券的新发行额
Market Data & Statistics Monthly Bulletin,Government Bond Programme,113,9_3_1,9.3.1 Outstanding amount of Government Bonds – Original maturity,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/out-amt-gov-bonds-original-maturity,end_of_month,政府债券计划,9.3.1 政府债券的未偿还总额-原有期限
Market Data & Statistics Monthly Bulletin,Government Bond Programme,114,9_3_2,9.3.2 Outstanding amount of Government Bonds – Remaining tenor,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/out-amt-gov-bonds-remaining-tenor,end_of_month,政府债券计划,9.3.2 政府债券的未偿还总额-剩余期限
Market Data & Statistics Monthly Bulletin,Government Bond Programme,115,9_4_1,9.4.1 Prices and yields of Government Bonds issued under the Institutional Bond Issuance Programme – End of period figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/instit-bond-price-yield-endperiod?segment=Benchmark,end_of_month,政府债券计划,9.4.1 机构债券发行计划下政府债券的价格及收益率-期末数字
Market Data & Statistics Monthly Bulletin,Government Bond Programme,116,9_4_2,9.4.2 Prices and yields of Government Bonds issued under the Institutional Bond Issuance Programme – Period average figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/instit-bond-price-yield-periodaverage?segment=Benchmark,end_of_month,政府债券计划,9.4.2 机构债券发行计划下政府债券的价格及收益率-期内平均数字
Market Data & Statistics Monthly Bulletin,Government Bond Programme,117,9_4_3,9.4.3 Prices and yields of Government Bonds issued under the Institutional Bond Issuance Programme – Daily figures,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/instit-bond-price-yield-daily?segment=Benchmark,end_of_day,政府债券计划,9.4.3 机构债券发行计划下政府债券的价格及收益率-每日数字
Market Data & Statistics Monthly Bulletin,Government Bond Programme,118,9_5,9.5 Tender results of Government Bonds issued under the Institutional Bond Issuance Programme,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/tender-results-gov-bonds-ibip?segment=2year,issue_date,政府债券计划,9.5 机构债券发行计划下政府债券的投标结果
Market Data & Statistics Monthly Bulletin,Government Bond Programme,119,9_6,9.6 List of outstanding Government Bonds,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/gov-bond/list-outstanding-govbonds,expected_maturity_date,政府债券计划,9.6 未偿还政府债券一览
Bank & SVF Related Information,Register of AIs and LROs,120,10_1,10.1 Register of AIs and LROs,https://api.hkma.gov.hk/public/bank-svf-info/register-ais-lros?lang=en,string,银行及储值支付工具相关资讯,10.1 认可机构及本地代表办事处纪录册
Bank & SVF Related Information,Register of Securities Staff of AIs,121,10_2,10.2 Register of Securities Staff of AIs,https://api.hkma.gov.hk/public/bank-svf-info/register-ais-secstaff?lang=en,string,银行及储值支付工具相关资讯,10.2 认可机构证券业务员工纪录册
Bank & SVF Related Information,Register of SVF Licensees,122,10_3,10.3 Register of SVF Licensees,https://api.hkma.gov.hk/public/bank-svf-info/register-svf-licensees?lang=en&segment=SVFLic,string,银行及储值支付工具相关资讯,10.3 储值支付工具持牌人纪录册
Bank & SVF Related Information,Contact details of banks for account opening,123,10_4,10.4 Contact details of banks for account opening,https://api.hkma.gov.hk/public/bank-svf-info/acctopen-banks-contact?lang=en,string,银行及储值支付工具相关资讯,10.4 银行开户联络资讯
Bank & SVF Related Information,"Fraudulent Bank Websites, Phishing E-mails and Similar Scams",124,10_5,"10.5 Fraudulent Bank Websites, Phishing E-mails and Similar Scams",https://api.hkma.gov.hk/public/bank-svf-info/fraudulent-bank-scams?lang=en,issue_date,银行及储值支付工具相关资讯,10.5 欺诈银行网站、伪冒电邮及类似的诈骗事件
Bank & SVF Related Information,List of hotlines for authenticating the identity of callers claiming to be bank representatives,125,10_6,10.6 List of hotlines for authenticating the identity of callers claiming to be bank representatives,https://api.hkma.gov.hk/public/bank-svf-info/hotlines-auth-retailbanks-rep?lang=en,string,银行及储值支付工具相关资讯,10.6 可供核实声称代表银行来电者身份的热线电话
Press Releases,,126,11,11.0 Press Releases,https://api.hkma.gov.hk/public/press-releases?lang=en,date,新闻稿,11.0 新闻稿
inSight Articles,,127,12,12.0 inSight Articles,https://api.hkma.gov.hk/public/insight-articles?lang=en,date,汇思,12.0 汇思
Coin Cart Schedule,,128,13,13.0 Coin Cart Schedule,https://api.hkma.gov.hk/public/coin-cart-schedule?lang=en,end_date,收银车日程表,13.0 收银车日程表
Recruitment,,129,14,14.0 Recruitment,https://api.hkma.gov.hk/public/recruitment?lang=en,date,招聘,14.0 招聘